,Streamer,Followers,Min_views,Max_views,Avg_views,Other_games,Description,translated_texts,language
343,iloveuu0408,35760,382.0,1281.0,874.0,1.0,目前是全職實況主，只有在Twitch開台。開台時間是2、3、5、6、日的晚上10點後到早上，陪伴系台主，什麼都可以聊，偶爾會唱歌，遊戲主要是玩LOL，自己訂閱的可以加好友一起玩～喜歡我的話請留下來，愛窩別走。,"it is currently a full -time active owner, only the opening of twitch.the opening time is after 10 pm on the 2nd, 3rd, 5th, 6th, and sunday to the morning. you can talk to the master, and you can talk about everything. occasionally singing. the game is mainly to play lol. you can add friends to play together ~if you like me, please stay, don't leave.",zh-TW
344,mrschimchim,35620,13605.0,13605.0,13605.0,0.0,"🍑𝒯𝒽𝑒 𝒢𝑒𝑜𝓇𝑔𝒾𝒶 𝒫𝑒𝒶𝒸𝒽🍑  Streamer for Misfits Gaming. If you’ve stumbled upon this channel and are looking for good vibes, laughs, and jinx ult snipes, you are in the right place. XOXO, Reagan","🍑𝒯𝒽𝑒 𝒢𝑒𝑜𝓇𝑔𝒾𝒶 𝒫𝑒𝒶𝒸𝒽🍑  streamer for misfits gaming. if you’ve stumbled upon this channel and are looking for good vibes, laughs, and jinx ult snipes, you are in the right place. xoxo, reagan",en
345,rtbf_ixpe,35534,1058.0,1151.0,1104.0,0.0,"RTBF iXPé, c'est ton média jeu vidéo, eSport et cultures 2.0 !","rtbf ixpé is your media video games, esports and cultures 2.0!",fr
346,itsnetuno,35047,772.0,772.0,772.0,0.0,"Jogador profissional de League of Legends pela LOS GRANDES, atuo como atirador no CBLOL.","professional league of legends player for los grande, i work as a shooter at cblol.",pt
347,lolelekktro,34676,152.0,152.0,152.0,0.0,"One day, Dylan was bathing in a lake in the Mountain's of Guadalajara... when he felt a tingle just under his armpits and nippular region. This tingle turned out to be the work of Zeus himself. Zeus then stated that Dylan must take the name ""Elekktro"" bear this robe and become a Twitch Streamer.","one day, dylan was bathing in a lake in the mountain's of guadalajara... when he felt a tingle just under his armpits and nippular region. this tingle turned out to be the work of zeus himself. zeus then stated that dylan must take the name ""elekktro"" bear this robe and become a twitch streamer.",en
348,lvpcol,34482,772.0,3840.0,1744.0,0.0,"¡Colombia respira League of Legends con la Fibra Movistar Golden League! Agilidad, velocidad y 8 equipos en busca del dorado colombiano #FibraMovistarGolden ","colombia breathes league of legends with the movistar golden league fiber!agility, speed and 8 teams in search of colombian gold #fibramovistargolden",es
349,aegislol1,34141,659.0,1296.0,988.0,0.0,Jungler for RED Canids. 2 Time CBLOL CHAMP 🏆,jungler for red canids. 2 time cblol champ 🏆,en
350,elubaman,34108,344.0,583.0,442.0,0.0,Hola me gusta hacer streams de jueguitos,"hello, i like to make games streams",es
351,ringkyu1123,33670,89.0,110.0,99.0,0.0,그랜드마스터 세트 장인 이 될 남자 (현재 마스터)(였던것),a man who will be a grand master set craftsman (currently master),ko
352,day1lol,33660,462.0,8657.0,4196.0,0.0,LoL : Day1week Apex : Day1week FF14 : Mizuki Penguin,lol : day1week apex : day1week ff14 : mizuki penguin,en
353,lolpacific,33545,548.0,1742.0,941.0,0.0,,,ht
354,gosudal123,33329,658.0,1587.0,1081.0,0.0,오늘도 보러 와 주셔서 감사합니다.,thank you for coming today.,ko
355,gryffinn,32736,472.0,472.0,472.0,0.0,beat league of legends goat faker twice,beat league of legends goat faker twice,en
356,ccrizzi,32455,765.0,1397.0,1059.0,0.0,,,ht
357,esnoob,32154,384.0,657.0,520.0,0.0,"Stream todos os dias entre 19:00~21:00 até madrugada. Mono Cailtyn Mestre, as vezes suporte e outros adcs. E-mail: esnoob@nave.agency | Esnoob.cont@gmail.com","stream every day between 19:00 ~ 21:00 until dawn.mono cailtyn master, sometimes support and other adcs.e-mail: esnoob@nave.agency |esnoob.cont@gmail.com",pt
358,bluelikeblue,32086,534.0,534.0,534.0,0.0,𝕌ℕ𝕃𝔼𝔸𝕊ℍ 𝕐𝕆𝕌ℝ 𝕊𝕆𝕌𝕃,𝕌ℕ𝕃𝔼𝔸𝕊ℍ 𝕐𝕆𝕌ℝ 𝕊𝕆𝕌𝕃,en
359,fortuna,32080,1201.0,1201.0,1201.0,0.0,Najbolja esport organizacija na Balkanu!,the best esport organization in the balkans!,bs
360,takayaspecial,31692,786.0,4783.0,2109.0,0.0,LoLをしてます　,i'm lol,ja
361,emiliacosplay,31182,411.0,411.0,411.0,0.0,Challenger Support | Cloud9 | League Addict | Comfy Vibes ♡ |                                                                                                     business: emiliacosplay83@gmail.com,challenger support | cloud9 | league addict | comfy vibes ♡ |                                                                                                     business: emiliacosplay83@gmail.com,en
362,fenixddlol,30863,327.0,327.0,327.0,0.0,Hi I;m Fenix,hi i;m fenix,en
363,allerendys,30388,197.0,197.0,197.0,0.0,"Hello! Sono Giulia, ho 22+1 anni e vengo dalla Puglia. Gioco a LoL dalla Season 4 e ho raggiunto come elo più alto il Master. Sarò felice di rispondere a tutti i vostri messaggi e passare una bella giornata insieme! Streammo tutti i giorni dalle 12:00 💜 email commerciale: allerendys@arkadia.agency","hello!i am giulia, i am 22+1 years and i come from puglia.i play lol from season 4 and i reached the master's higher and higher.i will be happy to answer all your messages and spend a nice day together!we stream every day from 12:00 💜 commercial email: allerendys@arkia.agecy",it
364,innaxe,29815,107.0,107.0,107.0,0.0," EUW ADC Rank 3 peak, playing for TEAM VITALITY in the LFL | London/Paris","euw adc rank 3 peak, playing for team vitality in the lfl | london/paris",en
365,cengizhancelik,29646,48.0,48.0,48.0,0.0,"Merhaba adım Cengizhan Çelik, 31 Yaşında İstanbulda yaşıyorum. silkroad oynayıp bu oyun üzerine yayınlar Yapıyorum. Yayınlarımdan kazandığım paralarla Ülke Geziyorum. Gezdiklerim;Ukrayna, Kuzey Makedonya, Karadağ, Sırbistan, Bosna Hersek,iran,mısır, Arnavutluk ve Kosova. Next: ?? :)","hello, my name is cengizhan çelik, i live in istanbul at the age of 31.i play silkroad and publish it on this game.i am visiting the country with the money i earn from my publications.what i visit; ukraine, northern macedonia, montenegro, serbia, bosnia and herzegovina, iran, egypt, albania and kosovo.next: ??:)",tr
366,viejokamikazi,29541,51.0,51.0,51.0,0.0,Tengo 58 años me gusta stremear y jugar League of Legends espero que se diviertan !,"i am 58 years old, i like to stremely and play league of legends i hope they have fun!",es
367,strey_lol,29236,413.0,2295.0,995.0,0.0,Challenger Garen enjoyer Business : strey.pro@gmail.com,challenger garen enjoyer business : strey.pro@gmail.com,en
368,pusipuu,29173,88.0,139.0,113.0,0.0,EUW Challenger Rengar OTP. ,euw challenger rengar otp.,en
369,neonlol,28776,1205.0,3899.0,2552.0,0.0,"LEC AD carry, currently representing team Vitality , challenger since season 6. I like talking to ppl, so dont be afraid to ask me anything in chat !","lec ad carry, currently representing team vitality , challenger since season 6. i like talking to ppl, so dont be afraid to ask me anything in chat !",en
370,kaori123,28703,1232.0,3198.0,2119.0,0.0,,,ht
371,tioolol,28544,505.0,1332.0,856.0,0.0,Ex pro player league of legends - Challenger quasi toute les saisons depuis la s3 - Midlane main - streamer Solary contact pro : theo.puis@hotmail.fr,ex pro player league of legends - challenger almost all seasons since the s3 - midlane main - streamer solary contact pro: theo.puis@hotmail.fr,fr
372,sheiden,28426,532.0,532.0,532.0,0.0,,,ht
373,deidxraa,28240,437.0,1559.0,757.0,1.0,"Bella a tutti io sono Deidara! Sono un giocatore competitivo di League of Legends, vorrei raggiungere i livelli più alti e aiutare la scena italiana a migliorare. Ogni tanto gioco a cose a caso e sono terron ( •̀ ω •́ )✧","beautiful to everyone i am deidara!i am a competitive league of legends player, i would like to reach the highest levels and help the italian scene to improve.every now and then i play random things and are terron (• ̀ ω • ́) ✧",it
374,yeji429,28041,597.0,597.0,597.0,0.0,예지입니당 (/*˘ ³˘)/♥,for example (/**˘ ³)/♥,ko
375,beraldoensina,27957,56.0,56.0,56.0,0.0,BERALDO ENSINA RANK 1 CORKI MALUCO.,beraldo teaches rank 1 calki maluco.,pt
376,a1gamingleague,27586,919.0,1520.0,1295.0,1.0,"A1 Gaming League е най-голямата лига за електронни спортове в България. Основните игри, част от календара на A1 GL, са League of Legends и CS:GO. ","the a1 gaming league is the largest e-sports league in bulgaria.the main games, part of the a1 gl calendar, are league of legends and cs: go.",bg
377,peaxy,27558,513.0,894.0,734.0,0.0,"Yo bg c'est pixi, streameuse majoritairement de LeagueOfLegends (°◡°♡) 24yo, je suis en fulltime et j’ai commencé le stream le 18 mai 2019 ❀ Diam au mid, plat en jungle et une nullos sur le reste 👍🏽 ᴍᴀɪʟ ᴘʀᴏ : peaxy@savepoint.agency","yo bg it's pixi, mainly streamer of leagueoflegends (° ◡ ° ♡) 24yo, i am in full and i started stream on may 18, 2019 ❀ diam in mid, jungle dish and a nullos on the rest 👍🏽ᴍᴀɪʟ ᴘʀᴏ ᴘʀᴏ: peaaxex@savepoint.agency",fr
378,mcadryh,27229,74.0,74.0,74.0,0.0,La H es muda,the h is silent,es
379,maisesportsbr,27175,1962.0,1962.0,1962.0,0.0,O seu portal de Esports!,your esports portal!,pt
380,alienballien,27134,382.0,382.0,382.0,0.0,"Live dalle 22:00 ogni giorno tranne il sabato sera . Aurelion Sol enjoyer dalla season 6 , il mio elo ormai da 4 season è il GrandMaster. Ogni tanto quando non sono tossico streammo pure horror games.","live from 22:00 every day except saturday night.aurelion sol enjoyer from season 6, my elo now from 4th season is grandmaster.every now and then when i'm not toxic we also streamed horror games.",it
381,saint1xd,26686,124.0,656.0,398.0,0.0,"Coé, sou conhecido por alguns por ter sido mono Rek'Sai (la pra season 9/10) e também um Ekko jungle quando ninguém jogava aí até acabei pegando desafiante por um tempo. Passei a virar Mono Viego quando ele lançou, comecei a gostar tbm de Bel'Veth e hoje em dia praticamente jogo todos esses bonecos.","coé, i'm known to some for being mono rek'sai (la for season 9/10) and also an ekko jungle when no one played there even ended up taking challenging for a while.i started to turn mono viego when he launched, i started to like bel'veth too and nowadays i practically play all these dolls.",pt
382,joseph_monovoli,26463,107.0,120.0,113.0,0.0,Melhor Voli AP que você já viu.,best voli ap you've ever seen.,pt
383,eavlol,26261,814.0,1039.0,926.0,0.0,"Master Janna, Lulu, and Karma 💫 Eav is pronounced like Eve","master janna, lulu, and karma 💫 eav is pronounced like eve",en
384,kamuslol,26174,173.0,173.0,173.0,0.0,"Challenger season 11 Peak Diana main from Portugal, stream 6x per week.","challenger season 11 peak diana main from portugal, stream 6x per week.",en
385,kespa,26063,842.0,842.0,842.0,0.0,2023 LCK 아카데미 시리즈는 e스포츠 프로 선수 지망생들을 위한 LCK 산하 정기 대회입니다. 프로를 꿈꾸는 아마추어 LoL 선수들의 실력을 확인하세요! 📢 http://lck-academy.co.kr,the 2023 lck academy series is a regular competition under the lck for e -sports professional players.check out the skills of amateur lol players who are dreaming of a pro!📢 http://lck-academy.co.kr,ko
386,lvpperu,26007,709.0,2377.0,1303.0,0.0,Liga de Videojuegos Profesional. Cuenta oficial de @LVPes para Perú | League of Legends: @LVPperu #STARSLEAGUE | Free Fire: @LVPperu2 | 🇵🇪,professional video game league.official @lvpes account for peru |league of legends: @lvpperu #starsleague |free fire: @lvpperu2 |🇵🇪,es
387,makkro0,25946,166.0,166.0,166.0,0.0,"Helloge I'm Makkro! Im a Chill Ornn OTP that happens to be Challenger in EUW that listens to heavy metal, rock and classy music🗿. Played tanks in every game Ive touched because I love being a fat wall of meat. Absolutely chilling in my lane,thriving. Business inquiries : makkro.business@gmail.com","helloge i'm makkro! im a chill ornn otp that happens to be challenger in euw that listens to heavy metal, rock and classy music🗿. played tanks in every game ive touched because i love being a fat wall of meat. absolutely chilling in my lane,thriving. business inquiries : makkro.business@gmail.com",en
388,yesoo2010,25939,48.0,48.0,48.0,0.0,챌린저 탑 유저,challenger top user,ko
389,kamruzx,25793,29.0,29.0,29.0,0.0,Lokalny gałgan gadający do ekranu,local rangan talking to the screen,pl
390,dealersz,25716,757.0,757.0,757.0,0.0,Professional axe spinner on Summoner's Rift ,professional axe spinner on summoner's rift,en
391,elbrayayinreal,25589,108.0,522.0,375.0,0.0,"Holaaaa!! Bienvenido a este recinto de amor, pasión, risas y descontroooool 🔥 Espero disfrutes las buenas jugadas y la paz en la comunidad 💜 Fui el Rango #1 de LAN en la temporada 2020, 2021 y 2022 siéntete libre de escribir y compartir con las personas de luz que acuden a este recinto💗✨","helloaa !!welcome to this enclosure of love, passion, laughs and decentroooooo 🔥 i hope you enjoy the good moves and peace in the community 💜 i was lan's #1 range in the 2020, 2021 and 2022 season, feel free to write and share with the people oflight that come to this enclosure💗✨",es
392,lechigg,25242,343.0,482.0,412.0,0.0,"Que onda, me llamo franco, pero decime lechii, tengo 23 años aunque no te lo creas, Estoy ON todos los dias, siempre lo aviso en mis redes sociales. Siempre hago stream de IRL, LOL, entre otros ","what's up, my name is franco, but tell me mil, i am 23 years old even if you do not believe it, i am on every day, i always warn it on my social networks.i always make stream of irl, lol, among others",es
393,midna,25049,48.0,48.0,48.0,0.0,Mi piace tryhardare :) Ho fatto il D3 alla mia prima season giocata (Season 11) su League of Legends,i like tryhardare :) i did the d3 to my first season played (season 11) on league of legends,it
394,dydansgur,24355,26.0,26.0,26.0,0.0,,,ht
395,bmeesports,24318,471.0,471.0,471.0,0.0,"BME eSports is a fully integrated Gaming and eSports solutions provider with offices in London and Cairo.We are the proud organizers of the ever-popular Insomnia Egypt Gaming Festival, the biggest of its kind in the region.","bme esports is a fully integrated gaming and esports solutions provider with offices in london and cairo.we are the proud organizers of the ever-popular insomnia egypt gaming festival, the biggest of its kind in the region.",en
